header
Various;The Best Of Woodstock;rock;;;;John B. Sebastian - I Had A Dream;Canned Heat - Going Up The Country;Richie Havens - Freedom;"""Country Joe McDonald - The \Fish\"""" Cheer/I-Feel-Like-I'm-Fixin'""""""";-To-Die Rag;Joan Baez - Joe Hill;Crosby, Stills, Nash & Young - Wooden Ships;The Who - We're Not Gonna Take It;Joe Cocker - With A Little Help From My Friends;Santana - Soul Sacrifice;Jefferson Airplane - Volunteers;Ten Years After - I'm Going Home;Jimi Hendrix - Star Spangled Banner / Purple Haze & Instrumen;tal Solo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5054
Various;Hot Tracks: Roadkill! 2.13;rock;;;;Various / The 1995 Underground Medley;The Bucketheads / Got Myself Together;Spaghetti Surfers / Misirlou;Psykosonik / Unlearn;Redlox / Bang;The Joy Society featuring Ceasar Guess / White Horse;The Deep / Fast Girl;Byrd Bardot / Bardot Swing;Blunt Funkers / God Is An Astronaut;Break Of Dawn / Rhythm On The Loose;The Brain featuring Claudia Brucken / I'll Find A Way;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5055
Material;The Best Of Material;rock;;;;I'm The One;Disappearing;Square Dance;Let Me Have It All;Upriver;Over & Over;For A Few Dollars More;Reduction;On Sadism;Dark Things;Ciquiri;Memories;Busting Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5056
Bruce Springsteen and FriendsConvention Hall - December 3, 2001;Christmas Show - Asbury Park - Convention Hall - December 3, 2001;rock;;;;Black Book (Nils Lofgren);Shine Silently (Nils Lofgren);Merry Christmas Baby;So Young and In Love;Kitty's Back;Christmas, Baby Please Come Home;Bruce's Plugs For the Night;My City of Ruins;Here Comes the Sun (Bobby Bandiera);I Don't Wanna Go Home (Southside Johnny);Rosalita;Santa Claus is Coming to Town;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5057
Man;Three Decades (disc 2);rock;;;;Many Are Called But Few Get Up (Live);Out Of Your Head;Welsh Connection;The Ride And The View (Live);Hard Way To Die (Live);Romain (live);Circumstances;The Wings Of Mercury;Circumstances;Even Visionaries Go Blind (Live);A Feather On The Scales Of Justice (Live);Bananas (Live);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5058
Connie Francis;Souvenirs (Disc 3);rock;;;;Vacation;The Biggest Sin Of All;I Was Such A Fool (To Fall In Love With You);He Thinks I Still Care;I'm Gonna Be Warm This Winter;Al Di La;Follow The Boys;Waiting For Billy;If My Pillow Could Talk;Lollipop Lips;Drownin' My Sorrows;Mala Femmena (Evil Woman);Your Other Love;Whatever Happened To Rosemarie;In The Summer Of His Years;Blue Winter;Souvenirs;You Know You Don't Want Me;Be Anything (But Be Mine);Looking For Love;Don't Ever Leave Me;We Have Something More (Than A Summer Love);Whose Heart Are You Breaking Tonight?;For Mama (La Mamma);Wishing It Was You;You're Mine (Just When You're Lonely);My Child;Forget Domani;Roundabout;Bossa Nova Hand Dance (Deixa Isso Pr  L );;;;;;;;;;;;;;;5059
Various;Clubbed Out - CD2;rock;;A Sonic Travelogue;;Fila Brazillia / A Zed And Two L's;Izit / Stories;Movement 98 (feat. Caroll Thompson) / Joy & Heartbreak;The Sabres Of Paradise / Wilmot;Visnadi / Racing Tracks - Motor Wild Safari;Olive / You're Not Alone;Warp 96 / Natural High;Leftfield / Melt;Coldcut / Autumn Leaves;Cocteau Twins / Cherry Coloured Funk;Brian Eno / Another Green World;The Orb / A Huge Ever Growing Pulsating Brain That Rules From The Cen;tre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5060
Morsgatt;Kick Ass Undress;rock;Gore Metal;ID3G: 120;;Intro;Bloody Hall;Soaked With Bloody Shit;Kick Ass Undress;Harder Than Pussy Lips;Dead Sea Mud;First Suffer Than Die;Antiseptic Seranades;Little Girls Bike Sniffer;Stoning For Breakfast;Less Highs Bring In The Lows;Outro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5061
Youth of Today;We're Not In This Alone;rock;;;;Flame Still Burns;Slow Down;Choose To Be;Put It Aside;Wake Up And Live;No More;What Goes Around;Potential Friends;A Time We'll Remember;Live Free;Understand;Prejudice;Keep It Up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5062
The Mansfields;Sappy Songs for Summer Nights;rock;punk;like Ramones;;Dumb Fuck in Love;One Track Mind;La La La;Stick with Me;Hey! Summer;A Real Cool Time;Something New;Jayne's laugh;Jayne Mansfield was a Punk;Hollywood;When I'm Forty-Three;Missing You;Don't look back;What ever happened to Katie?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5063
Beatles;The Beatles & Frank Ifield On Stage  (US mono LP);rock;Rock;VJLP 1085;1964;Please Please Me;Frank Ifield / Any Time;Frank Ifield / Lovesick Blues;Frank Ifield / I'm Smiling Now;Frank Ifield / Nobody's Darling;From Me To You;Frank Ifield / I Remember You;Ask Me Why;Thank You Girl;Frank Ifield / The Wayward Wind;Frank Ifield / Unchained Melody;Frank Ifield / I Listen To My Heart;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5064
Del Shannon;Greatest Hits;rock;Oldies;;;Runaway;Hats Off To Larry;Keep Searchin';Little Town Flirt;Hany Man;So Long Baby;Stranger in Town;Hey Little Girl;Do You Want To Dance?;Go Away Little Girl;Crying;Twist and Shout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5065
Various Artists;Pistol Grip & Fully Loaded SPLIT;rock;;;;Oi Warning / Fully Loaded 01;Crusifixtion Politix / Pistol Grip 02;What's Wrong With The Kids / Fully Loaded 03;Get Up To Get Shut Down / Pistol Grip 04;Chaus On The Run / Fully Loaded 05;Aristocratic State / Pistol Grip 06;Kids Of The 80's / Fully Loaded 07;United Streets / Pistol Grip 08;I Don't Need Your Love / Fully Loaded 09;Claustrophobia / Pistol Grip 10;Fully Loaded / Fully Loaded 11;The Scoundrels (We Create The Laws Of The U.S.) / Pistol Grip;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5066
Robert Gordon;Too Fast To Live, Too Young To Die;rock;;;;Red Hot;The Way I Walk;Sea Cruise;Black Slacks;Rock Billy Boogie;Fire;Sonething's Gonna Happen;It's Only Make Believe;Someday, Someway;Wasting My Time;Flyin' Saucer Rock & Roll;Too Fast To Live, Too Young To Die;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5067
Venerea;Shake Your Booty;rock;Punk Rock;;;Kangaroo;Shake Your Booty;Little Billie John;Son Of A Beach;Love Is A Battlefield Of Wounded Hearts;Supersurfin' Fun;Peace;Mr. President;On The Rebound;The Corners Of My Eye;Dana D & Talle T;Lazywörm;Heart Full Of Sound;Black Wind, Fire & Steel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5068
Cooter;Looking Up;rock;;;;Missing The Innocence;Full House;Looking Up;Bite My Nails;Dawn To Dusk;Underrated;Walk On Water;Friday Mourning;Pivot;Something For Everyone;Pin The Tail On The Donkey;Sleeptight;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5069
Sandie Shaw;Love Letters;rock;Pop;ID3G:  13;;Girl Don't Come;Long Live Love;Lemon Tree;Had A Dream Last Night;Baby, I Need Your Loving;Always;Tomorrow;Stop Before You Start;Walking The Dog;Stop Feeling Sorry For Yourself;Ya Ya Da Da;Love Letters;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5070
BUFFALO SPRINGFIELD;Buffalo Springfield;rock;Folk/Rock;;1967;For What It's Worth;Go And Say Goodbye;Sit Down I Think I Love You;Nowadays Clancy Can't Even Sing;Hot Dusty Roads;Everybody's Wrong;Flying On The Ground Is Wrong;Burned;Do I Have To Come Right Out And Say It;Leave;Out Of My Mind;Pay The Price;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5071
Marvin Gaye;Marvin Gaye and His Girls;rock;Pop;Motown D 102202;1969;Once Upon a Time (with Mary Wells);What's the Matter With You Baby (with Mary Wells);It's Got to Be a Miracle (with Kim Weston);It Takes Two (with Kim Weston);Your Precious Love (with Tammi Terrell);Good Lovin Ain't Easy to Come By (with Tammi Terrell);Little Ole Girl, Little Ole Boy (with Tammi Terrell);I Can't Help But Love You (with Tammi Terrell);What Good Am I Without You (with Kim Weston);I Want You Round (with Kim Weston);Deed I Do (with Mary Wells);Together (with Mary Wells);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5072
Cosa Nostra;Gudfadern;rock;Punk;;;Där finns jag;Amerika;Ingen skuld?;Älska mig;Mörda mig;Du är Gud;Hets;Den förlorade sonen;Gudfadern;Håll käft;Släck ditt ljus;Millennium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5073
Apulanta;Ehjä;rock;;;;Dee Bee;Minä olen voittaja;En voi auttaa;Multa lähtee järki;....Silti onnellinen;Jos tahdot niin;Poistuisitko mun elämästäni;Mennään eläintarhaan;Kymmenen ylöspäin;Nevermin The Cowboys, Here's the Real Russians;Pöljä;Mitä kuuluu;PVC-Unelmia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5074
Marshall Crenshaw;Marshall Crenshaw;rock;Rock;;1982;There She Goes Again;Someday Someway;Girls...;I'll Do Anything;Rockin' Around In N.Y.C.;The Usual Thing;She Can't Dance;Cynical Girl;Mary Anne;Soldier Of Love;Not For Me;Brand New Lover;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5075
Turtlehead;I preferred their earlier stuff;rock;Punk Rock;YEAR: 1998;1998;Gary d;Turn Away;Over You;Boyracer;Zoe Ball;Godsend;Hate Him;Hot Trout Action;Brass Arse Margaret;Another Stupid Song;Ruin My Day;Bonustrack;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5076
Le Mans  -- 1986;Le Mans;rock;;;;Love Lies;Don't Wanna Work;Love Is a Waste of Time;Never Wanna See You Cry;Addicted;Chain Around Your Heart;Bad Reputation;Life of Rock N' Roll;Misunderstanding;Sex, Guitars, Rock 'N' Roll;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5077
Chubby Checker;Twistin' the Hits;rock;;;;Let's Twist Again;The Lose your inhibitions Twist;Peppermint Twist;Your Lips and Mine;Slow twistin';The Fly;The Twist;Twist Along;Love is Like a Twist;Runaround Sue;Twistin' the Blues;Dear Lady Twist;Twistin' Bones;Shout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5078
Buzz Spectors;Dangerous Playground Equipment;rock;Punk Rock;;;Soda Pop and Pie;Mouthwash Brigade;Take Me Home;SUV;Three Months;We Meaning Me;Aliens and Indians;Blinked and You Were Gone;North Clark;Heart and Soul;He Saw the End;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5079
Various Artists;A Successful Track Record;rock;Oldies;;1992;Nashville Cats / Lovin' Spoonful;Sandie Shaw / Puppet On A String;Tremeloes / Silence Is Golden;P.P. Arnold / First Cut Is The Deepest;The Kinks / Waterloo Sunset;Procol Harum / Whiter Shade Of Pale;Petula Clark / Don't Sleep In The Subway;Small Faces / Itchycoo Park;Flowerpot Men / Let's Go To San Francisco;The Move / Flowers In The Rain;The Foundations / (Baby) Now That I've Found You;Chris Farlowe / Handbags & Gladrags;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5080
Baby Bird;Greatest Hits CD 2;rock;;;;Grandma begs to be 18 again;I was never here;Petrol Cigarette;Losing my hair;Saturday;Invisible Tune;Failed Old Singer;Swinging from tree to tree;Not about a girl;In the morning;Bird Drop;Bird bath;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5081
Flipp;FLIPP;rock;;;;I Wish I Was A Planet;Bleed;Another Boring Day;All In My Head;Schizo Boy;I Don't Care;Slag;Change;Come Unglued;Half A Brain;Times Of My Life;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5082
The Sounds;Living In America;rock;Rock;;2002;Seven Days A Week;Dance With Me;Living In America;Mine For Life;Reggie;Like A Lady;Hit Me!;Rock'N Roll;Fire;Hope You're Happy Now;Riot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5083
Mogue Doyle;Mogue Doyle;rock;;Irish Rock Band out of Detroit;;Mogue Doyle;Columbus Pen;St. Greg's;Cup of Fury;Coffin Ship;Call me Jurgis;Detroit;Whiskey in the Jar;Drunken Love Song;Rising of the Moon;Measly Meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5084
Dimple Minds;Durstige Männer;rock;Punk Rock;YEAR: 1990 ID3G: 121;1990;Asozial;Hals über Kopf;Gängster in grün;Verbotene Früchte;Teenage Rebell;Durstige Männer;Erkannt, erwischt, entmündigt;100 Kilo Fleisch;Wehr-Wolf;Meister Propper;Emergency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5085
Hladno Pivo;Pobjeda;rock;rock;r / www.hladnopivo.hr;;Kad ti zivot udahnem;Svi smo ga mi voljeli;Debeli;Sastanak u parku;Sef gradilista;Pijan;Trijezan;Politika;Aleksandar Veliki;Backizagre stuhpa seja;Svirka;Nije sve ni u pari;Maderfakersi;Motor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5086
Àëåêñàíäð Ëàýðòñêèé;"""Æåíùèíà ñ \òðóáîé\""""""""""";rock;Rock;YEAR: 1993;1993;Ñòðîèòåëü;Ñàïîãè Òàìàðû (ïîñâ. Îëäè);ß Ñèæó Ó òåáÿ Â Ãîñòÿõ;Òâîå Î'Êåé;ß Èãðàþ Íà Ðîÿëå;Àâòîáóñ ¹720;ß Òîæå Çàáóäó Âñå;Êàðëèöà;Ïåòëþðà Â Êèåâå;Õóåâî (ïîñâ. ïåñíå ß.Äÿãèëåâîé);Äåòè (live);Îïîññóì (live);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5087
The Who;The Who Sell Out;rock;Rock;YEAR: 1967;1967;Armenia City In The Sky;Heinz Baked Beans;Mary Anne With The Shaky Hand;Odorono;Tattoo;Our Love Was;I Can See For Miles;Can't Reach You;Medac;Relax;Silas Stingy;Sunrise;Rael (1 and 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5088
Kenny Rogers;Lucille And Other Classics;rock;;;;Lucille;But You Know I Love You;Ruby, Don't Take Your Love To Town;Fightin' Fire With Fire;A Love Song;Long Arm Of The Law;Love Lifted Me;Somewhere Between Lovers And Friends;Today I Started Loving You Again;The Son Of Hickory Hollers Tramp;Scarlet Fever;Mother Country Music;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5089
The W's;Trouble with X;rock;Rock;\nYEAR: 2001  ID3G:  17;2001;Rather Be Dead;Saturday;Bully Go Home;Country Roads;Hit 'Em Where It Hurts;Play the Game;Stupid;Tip From Me;Where Should I Go;Used Car Salesman;Nothing;101;Chump;Two More Weeks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5090
The Beatles;The Black Album - Disc 3;rock;Classic Rock;;;Early In The Morning - Hi Ho S;Hare Krishna Mantra;Two Of Us;Don't Let Me Down;I've Got A Feeling;Too Bad About Sorrows;She Said, She Siad;Mean Mr Mustard;Don't Let Me Down - All Things;Fools Like Me;You Win Again;She Came In Through The Bathro;Watching Rainbows;Instrumental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5091
Thomas Fersen;Le Jour Du Poisson;rock;Chanson;YEAR: 1997;1997;Bucephale;Ma Douceur;Les Papillons;Que L'on Est Bete;Moi Qui Me Croyais Un Saint;La Blatte;Pickpocket;Bijou;Les Tours D'horloges;Ou Trouver Des Fleurs Un Lundi Soir Apres Minuit?;Je Suis Dev'nue La Bonne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5092
Carole King;Music;rock;;;;Brother, Brother;It's Going To Take Some Time;Sweet Seasons;Some Kind Of Wonderful;Surely;Carry Your Load;Music;Song Of Long Ago;Brighter;Growing Away From Me;Too Much Rain;Back To California;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5093
Matthias Meyer-Göllner;So ein Haus voll Kuscheltiere;rock;Other;YEAR: 2001;2001;Nachts unterm Dach;Das Glitzerding;In diesem alten Haus;Geistertanz;Drachenkinderparty;Zack, brumm uns zisch;Klapperschlangenhelfer;Schultueten;Kuscheltiere;Irmi mit der Pauke;Im Winterwald;Laternenrock;Kleines Seegelboot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5094
Stjórnin;Eitt lag enn;rock;Pop;YEAR: 1990 ID3G: 13;1990;Stjórnin - Eitt lag enn;Stjórnin - Utan úr eimnum;Stjórnin - Sumarlag;Stjórnin - Ég lifi í voninni;Stjórnin - Alla leið;Stjórnin - Til í allt;Stjórnin - Yatzy;Stjórnin - Ég fer til þín;Stjórnin - Ef ekki er til nein ást;Stjórnin - Við eigum samleið;Stjórnin - Í sveiflu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5095
The Selecter;Too Much Pressure;rock;;;;Three Minute Hero;Time Hard;They MAke Me Mad;Missing Words;Danger;Street Feeling;My Collie (Not A Dog);Too Much Pressure;Murder;Out On The Streets;Carry Go Bring Home;Balck And Blue;James Bond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5096
Ñåêòîð Ãàçà;Ãóëÿé ìóæèê!;rock;Punk Rock;;1992;Ãóëÿé ìóæèê;Ìàñòóðáàöèÿ;Âèäàê;Êîëõîçíàÿ;ß óñòàë;ËÒÏ;Áîìæ;Òðèïàê;ßê íà õóòîðå;Âóðäàëàê;Ìîÿ áàáêà;×àñòóøêè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5097
U2;October;rock;Rock;All titles written by U2\n\nVocals - Bono\nGuitars, piano - The Edge\nBass - Adam Clayton\nDrums - Larry Mullen Jnr.\n\nProduced by Steve Lillywhite\n\n YEAR: 1981;1981;Gloria;I Fall Down;I Threw A Brick Through A Window;Rejoice;Fire;Tomorrow;October;With A Shout;Stranger In A Strange Land;Scarlet;Is That All?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5098
Paralamas;Paralamas / 9 Lunas;rock;;;;Lourinha Bombril;Otra Belleza;La Bella Luna;De Música Ligera;Un Industrial;O Caminho Pisado;Busca Vida;Semillas En Los Huesos;Siempre Te Quise;Incompletos;Nuestra Casa;Um Pequeno Imprevisto;Una Brasilera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5099
Stranglers;No More Heroes;rock;Punk Rock;YEAR: 1977 ID3G: 121;1977;I Feel Like A Wog;Bitching;Dead Ringer;Dagenham Dave;Bring On The Nubiles;Something Better Change;No More Heroes;Peasent In The Big Shitty;Burning Up Time;English Towns;School Mam;5 Minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5100
WILLIAM;WILLIAM;rock;Rock;;1990;Mitt hjärta är guld värt;Skoskav;Pojken Felix;Söndag;Slå mig i huvet;Se på TV;Fula vänner;Måndag;Vill du veta vad kärlek är?;Möt mina ögon;Flickor & ben;Alright;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5101
TV Smith's Cheap;RIP...Everything Must Go;rock;;;;Leisure Time;My String Will Snap;New Ways Are Best;Free World;Silicon Valley Holiday;Luxury In Exile;Buried By The Machine;Ghosts;Ready For The Axe To Drop;The Newshound;Beauty Treatment;Lord's Prayer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5102
E-Sir;Tumefika;rock;Club;Ogopa DJs;2003;Jobless Corner 1;Kamata Feat. Lenny;Bamba Feat. Bigpin & Krupt;Moss Moss Feat. Brenda;Saree (Remix);Jobless Corner 2;Lyrical Tongue Twista;Hamunitishi Feat. Talia Oyando;Boomba Train Feat. Nameless;Leo Ni Leo;Nimefika 'Jo' Feat. Bigpin;Saree;Kamaiko;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5103
Disney;Party Beats;rock;Disco;YEAR: 2003 ID3G:   4;2003;Get The Party Started;Chart of the Heart;Dig the Dance;Juliet;Missundaztood;Chillin with the Villian;Basketball;Extreme Team Sport'n Machine;Get Hooked;Genetic Experiment;Pig Rap;And I Eat Pigs For Breakfast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5104
Ian Dury;Apples;rock;;;;Apples;Love Is All;Byline Browne;Bit Of Kit;Game On;Looking For Harry;England's Glory;Bus Drivers' Prayer;Pc Honey;The Right People;All Those Who Say Okay;Riding On The Outskirt Of Fantasy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5105
Beach Boys;Live In Connecticut 1973 (disc 2);rock;Rock;;1973;Caroline No;You Still Believe In Me;Funky Pretty;River Song;Surfer Girl;We Got Love;Help Me Rhonda (Dennis Lead);Would'nt It Be Nice;Surfin' USA;I Get Around;Good Vibrations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5106
The Ladybug Transistor;The Ladybug Transistor;rock;Pop;;2003;These Days in Flames;In December;3=Wild;Song for the Ending Day;Choking on Air;The Places You'll Call Home;Gospel;Please Don't Be Long;NY - San Anton;Hangin' on the Line;A Burial At Sea;Splendor in the Grass;The Last Gent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5107
Sven-Ingvars;Byns enda blondin;rock;Dansband;;1994;Om jag kan få dig att förstå;Det är du, det är jag, det är vi;En marguerita till;Byns enda blondin;Sommar i Sverige;Allt blir bra;Gamla polare;Mannen för dig;Vi går på stranden;Ung, blåögd och blyg;En man i blått;Torparrock;Wild cat blues;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5108
Super Grupo Colombia;Cumbia del Monte;rock;Other;YEAR: 2003;2003;Cumbia del Monte;Cumbia Solitaria;Cumbia de la Flores;La cumbia del Mar;Cumbia de mi Tierra;Cumbia de Monterrey;Cumbia de Movimiento;Cumbia Cuatro Velas;La Cumbia del Chusma;La cumbia de walter Torres;Tambo Y Bongo;Santa Martha Cumbiambera;La Cumbia del Chaca Chaca (remix);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5109
Dead Flowers;Dead Flowers;rock;;;;I Wanna Know;Ain't It The Truth;Perfect Pair;You Drink The Water I'll Drink The Wine;I Don't See Anyone At All;Might As Well Get Used To It;The Garden;Outer Space;The Days Of The Beautifully Strange;Seasons;So Low;Dorothy Rae;Elephian;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5110
Faith or Fear;Punishment Area;rock;;;;Lack of Motivation;C.D.S.;Punishment Area;Rampage/Nothing Uncommon;Have No Fear;What Would You Expect;Darkside;Shadow Knows;Ripoffs;Time Bomb;Instruments of Death;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5111
Years of Static;This Is Not a Test;rock;;;;Let You Down;Wearing It Thin;Window Seat;Heads Down;Had It All;Save The Day;Finally;Blue Harvest;Celebration Song;The Longest Slide;Crumble;Lo-Sci-Fi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5112
Tom Jones;Mr. Jones;rock;Rock;YEAR: 2002  ID3G:  17;2002;Tom Jones International;Younger Days;Holiday;Whaterver It Takes;Heavens Been A long Time Comin';Black Betty;Jezebel;The Letter;This Is My Live;We've Got Tonight;Feel The Rain;I Who Have Nothing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5113
James Reyne;Hard Reyne;rock;;;;House of cards;Rumour;No such thing as love;One more river;Shine on;Harvest moon;Lamp of heaven;Drifting away;Trouble in paradise;Five miles closer to the sun;Wake up dead man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5114
HIM;Razorblade Romance (Limited Edition);rock;Gothic Rock;BMG Finland\nwww.heartagram.com\n;2000;Your Sweet 666;Poison Girl;Join Me In Death;Right Here In My Arms;Bury Me Deep Inside Your Heart;Wicked Game;I Love You (Prelude To Tragedy);Gone With The Sin;Razorblade Kiss;Resurrection;Death Is In Love With Us;Heaven Tonight;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5115
The J.J. Paradise Players Club;Wine Cooler Blowout;rock;;;;Stash panties;Teddy salad;Beware the ides of Moose;Rubber inner-tubes;Toppler;Robot Shaft in Acid Canyon;House of torment;Wine cooler blowout;B-Boy rib;Linden bulletvard;Spoiler vs. Trailblazer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5116
Jean Paul Sartre Experience;Jean Paul Sartre Experience;rock;Rock;YEAR: 1994;1994;Fish in the Sea;Own Two Feet;Firetime;Grey Parade;Loving Grapevine;Let There Be Love;Transatlantic Love Song;Einstein;All The Way Down;Jabberwocky;Crap Rap;I Like Rain;Flex;Let That Good Thing Grow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5117
MALCONSEJO;UNA HORA SIN TELEVISION;rock;Pop;YEAR: 1997 ID3G: 13;1997;HABLANDO CON LA PARED;NO APUESTES POR MI;UH LA-LA-LA;ALAS;OTOÑO / LA TREGUA;METADONA;CEBOLLAS Y CARTON PIEDRA;ESE NO ES EL CAMINO;DULCE;LAURABELL;CERO A LA IZQUIERDA;CELEBRACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5118
Ýïèòàôèÿ;Ïî÷åìó ëþáîâü...;rock;Hard Rock;Ýòè åáàíûå íàçâàíèÿ ïèñàë ñàì \n..oo00 TityshkA 00oo.. aka Ãîñïîäèí Àíäðåé;2004;Áåññîíèöà;Òåìíîòà;Õîëîäà;Çàìîê;Óëåòàé;Ïîìîéêè èç ëþäåé;Â ïîñëåäíèé ðàç;Ñëåä;Ïî÷åìó ëþáîâü...;Íàïëåâàëà;Êóçíå÷èê;MFN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5119
Clark Yost;Too much fun in a no fun zone;rock;;;;Too Much Fun In A No Fun Zone;Nowhere To Land;Entertainer;Carriage House Girl;Ice Cream;Blue;Vegas;Enter The Fire;With Morning Comes Mistfall;Exorcisms Performed Daily;As Far As It Goes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5120
Ted Gärdestad;Stormvarning;rock;Pop;YEAR: 1981 ID3G: 13;1981;Låt kärleken slå rot;Stormvarning!;Don't treat me this way;Slingan;You got me dancing;The reason;Ingen annan än du;Låt solen värma dig;How do you wanna make love;It's you;Down at the zoo;Orättvisan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5121
Luscious Jackson;Fever In Fever Out;rock;Rock;;2003;Naked Eye;Don't Look Back;Door;Mood Swing;Under Your Skin;Electric;Take A Ride;Water Your Garden;Soothe Yourself;Why Do I Lie?;One Thing;Parade;Faith;Stardust;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5122
Various;Best of Rock & Rock'n'Roll CD 1;rock;;;;Cold As Ice / Foreigner;Africa / Toto;Mighty Quinn / Mannfred Manns Earth Band;Dreadlock Holiday / 10 CC;Lola / The Kinks;All Along The Watchtower / Jimi Hendrix;In-A-Gadda-Da-Vida / Iron Butterfly;On My Way In L.A. / Phil Carmen;Somebody In Love / Jefferson Airplane;Black Magic Woman / Santana;All By Itself / Eric Carmen;Alabama Song / The Doors;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5123
Zap Mama;A Ma Zone;rock;Hip-Hop;YEAR: 2000 ID3G:   7;2000;Rafiki;W'Happy Mama;Call Waiting;Gissie;Songe;Kemake;Comment Ca Va?;Ya Solo;My Own Zero;M'Toto;Gbo Mata (Station);'Allo 'Allo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5124
Mr. Blackwell;Soul Man;rock;Rock;;;Soul Man;Chains;Clouds My Mind;Lust;Crawl;Love-Hate-Love;Drown;Frustration;5:15;Monkey See, Monkey Do;When?;Conspiracy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5125
